DefaultSC.A1ModJulian     DefaultSC.EarthMJ2000Eq.X   DefaultSC.EarthMJ2000Eq.Y   DefaultSC.EarthMJ2000Eq.Z   DefaultSC.EarthMJ2000Eq.VX   DefaultSC.EarthMJ2000Eq.VY   DefaultSC.EarthMJ2000Eq.VZ   
21545.04027817571         -5719.831693149607          548.5196393393803           -3985.986916492721          4.344939223988375            0.8496700548579574           -6.115826043599268           
21545.04097262016         -5447.333998981225          598.3150249858592           -4344.305924089595          4.735119452293592            0.8095989157435501           -5.823976124673546           
21545.0416670646          -5152.017107628963          645.6039983189449           -4684.377095885619          5.105315201325719            0.7661526918736101           -5.507781761364632           
21545.04236150905         -4835.126689278798          690.1895383595665           -5004.77979000293           5.453988384431144            0.7195164163720889           -5.168593241548868           
21545.04305595349         -4497.997888463046          731.8861183804459           -5304.177218668686          5.779695556126532            0.6698880455631504           -4.807854300301659           
21545.04375039794         -4142.049480836044          770.5204535297094           -5581.321851926763          6.081093311672285            0.6174775276402034           -4.427095307398937           
21545.04444484238         -3768.777722527353          805.9321916198768           -5835.060405618369          6.356943135975975            0.562505840728034            -4.027926231078927           
21545.04513928683         -3379.749924854318          837.9745454583076           -6064.338401772261          6.606115711519729            0.5052040073024184           -3.612029429385665           
21545.04583373127         -2976.597786412387          866.514865490402            -6268.204292462681          6.827594700845376            0.4458120911570621           -3.181152314874958           
21545.04652817571         -2561.010513488649          891.4351518724977           -6445.813140754712          7.020480023588044            0.3845781822366823           -2.737099932189722           
21545.04722262016         -2134.727758447673          912.6325053828623           -6596.429854527276          7.183990651030133            0.3217573737269513           -2.281727481301037           
21545.0479170646          -1699.532404308644          930.0195168143616           -6719.43197072634           7.317466942622519            0.2576107348510951           -1.816932812366412           
21545.04861150905         -1257.243222258829          943.5245946717026           -6814.311988956094          7.420372548917848            0.1924042819083635           -1.344648911480157           
21545.04930595349         -809.7074274167846          953.0922311224092           -6880.679254282749          7.492295903970966            0.1264079492422669           -0.8668363903676329          
21545.05000039794         -358.793156848661           958.6832062289993           -6918.261389739286          7.532951327626654            0.05989456108047737          -0.3854759875672811          
21545.05069484238         93.61810727829427           960.2747305272395           -6926.905279329844          7.542179754425912            -0.006861195424026799        0.0974389159243402           
21545.05138928683         545.6391473929369           957.8605260205906           -6906.577602401622          7.519949101349522            -0.07358379607802397         0.5799097670150155           
21545.05208373127         995.3846316389985           951.45084564396             -6857.364920151605          7.466354281541742            -0.1399979048680167          1.059940299550986            
21545.05277817572         1440.978725254799           941.0724312214849           -6779.473314842918          7.381616865797767            -0.2058293990220816          1.535543985549878            
21545.05347262016         1880.562670998895           926.7684099143597           -6673.227582101896          7.26608438824362             -0.2708063943327652          2.004751481673444            
21545.0541670646          2312.302317038245           908.59812913673             -6539.069976532044          7.120229287570596            -0.3346602708925983          2.465618072183397            
21545.05486150905         2734.395570058527           886.6369299207969           -6377.558510891138          6.944647470677601            -0.3971266989602735          2.916231106607319            
21545.05555595349         3145.079750451612           860.9758587459286           -6189.364809301946          6.740056481867004            -0.4579466640957727          3.354717426251131            
21545.05625039794         3542.638825337567           831.7213179186722           -5975.271515464203          6.507293258042221            -0.5168674900051721          3.779250768718016            
21545.05694484238         3925.410493953475           798.9946547073749           -5736.169257652319          6.24731144883222             -0.5736438567491662          4.188059133957093            
21545.05763928682         4291.793098663343           762.9316896008409           -5473.053173451852          5.961178280336433            -0.6280388111313653          4.5794320893202              
21545.05833373127         4640.252333591694           723.6821842771351           -5187.018998724605          5.650070942304653            -0.679824765228225           4.951727984921254            
21545.05902817571         4969.327721740089           681.4092501360702           -4879.258727197316          5.315272481047549            -0.7287844781913789          5.303381044544349            
21545.05972262016         5277.638830490946           636.2886985646401           -4551.055849326185          4.958167184166223            -0.7747120156802417          5.63290829170306             
21545.0604170646          5563.891194712749           588.5083344640731           -4203.780181666703          4.580235448193628            -0.8174136806050002          5.938916265467579            
21545.06111150905         5826.88191632347            538.2671949636991           -3838.88230082933           4.183048126308708            -0.8567089083054522          6.220107476575373            
21545.06180595349         6065.504909203123           485.7747356722075           -3457.887599167014          3.768260360227684            -0.892431118888055           6.475286551318374            
21545.06250039794         6278.755758817909           431.2499672614047           -3062.389982551281          3.337604907974557            -0.9244285192106441          6.703366008907191            
21545.06319484238         6465.73616685931            374.9205456306008           -2654.045233872099          2.892884987240006            -0.9525648469564747          6.903371617556975            
21545.06388928683         6625.657952628726           317.0218193498992           -2234.564069160941          2.4359666621957              -0.9767200493831346          7.074447275477871            
21545.06458373127         6757.846584812785           257.7958385164085           -1805.704916402238          1.968770809676756            -0.9967908896678885          7.215859365293468            
21545.06527817572         6861.74421968205            197.4903295673234           -1369.266450082576          1.49326470832123             -1.012691474293542           7.327000534112484            
21545.06597262016         6936.912224576696           136.3576409671514           -927.0799172502716          1.011453301319203            -1.024353695614138           7.407392856455608            
21545.0666670646          6983.033168773437           74.65366501319235           -481.00129324751            0.5253701896542281           -1.031727584590813           7.456690343362663            
21545.06736150905         6999.91226740273            12.63674127506734           -32.9033072689779           0.03706841792497455          -1.034781569671048           7.474680768110424            
21545.06805595349         6987.478267937378           -49.4334526064899           415.3326205582223           -0.4513888811425806          -1.033502638872722           7.461286786864214            
21545.06875039794         6945.783772828749           -111.2970168946524          861.8244878296254           -0.9379379146605988          -1.027896403297541           7.416566341049547            
21545.06944484238         6875.004996043967           -172.6949465679318          1304.697820979752           -1.420523659847876           -1.017987061504735           7.340712337030282            
21545.07013928682         6775.440955472941           -233.3702430329989          1742.0937455883             -1.897109226497037           -1.003817265392129           7.234051607576189            
21545.07083373127         6647.512107342983           -293.0690148786877          2172.176973137516           -2.365685083011025           -0.985447889424933           7.097043168353024            
21545.07152817571         6491.758432818307           -351.5415619558983          2593.14366252962            -2.824278080208575           -0.962957706190777           6.930275791036207            
21545.07222262016         6308.836990792922           -408.5434372789092          3003.22911620564            -3.27096021119058            -0.9364429723124115          6.734464922411929            
21545.0729170646          6099.518954436428           -463.8364815143268          3400.715272681976           -3.703857050786322           -0.9060169296896869          6.510448985782824            
21545.07361150905         5864.686152259506           -517.1898251470509          3783.937959684317           -4.121155824298483           -0.8718092278462608          6.259185106960634            
21545.07430595349         5605.327137276706           -568.3808537793915          4151.293874746386           -4.521113062246319           -0.8339652738035095          5.981744311956868            
21545.07500039794         5322.532810218059           -617.196132420004           4501.247263081419           -4.902061805352997           -0.7926455163806072          5.679306247061283            
21545.07569484238         5017.491624650973           -663.4322850430253          4832.336265650125           -5.262418331900958           -0.7480246721150765          5.3531534742527              
21545.07638928683         4691.484403307296           -706.8968261337073          5143.178913559227           -5.600688387544377           -0.700290900109297           5.004665395785678            
21545.07708373127         4345.878795869598           -747.4089413739362          5432.478748148675           -5.915472905471361           -0.6496449330373301          4.635311861352215            
21545.07777817571         3982.123408972535           -784.8002150485905          5699.030049283763           -6.205473212206893           -0.5962991713019747          4.246646509487671            
21545.07847262016         3601.741639251159           -818.9153021617067          5941.722657386884           -6.469495721108617           -0.5404767469273521          3.840299891977629            
21545.0791670646          3206.325239962748           -849.6125436308744          6159.546377555156           -6.706456121522807           -0.4824105632295211          3.417972426071447            
21545.07986150905         2797.527651078517           -876.7645232716285          6351.594956658249           -6.915383076456077           -0.4223423156500949          2.981427214503751            
21545.08055595349         2377.057121852491           -900.2585655847939          6517.069626550051           -7.095421445338167           -0.3605214983967032          2.53248276788296             
21545.08125039794         1946.669653800227           -919.9971736147588          6655.282208427654           -7.245835050903681           -0.2972044007412986          2.073005658169766            
21545.08194484238         1508.161790837697           -935.8984063534748          6765.657774915374           -7.366009010358399           -0.2326530960197016          1.604903125996444            
21545.08263928683         1063.36328211937            -947.8961953237304          6847.736867640016           -7.455451650822678           -0.1671344255871155          1.130115658738559            
21545.08333373127         614.1296419517364           -955.9406000882203          6901.177268912367           -7.5137960276208             -0.100918979252928           0.6506095508038015           
21545.08402817572         162.3346301158913           -959.9980025025194          6925.75532666974            -7.540801061422648           -0.03428007307497356         0.1683694527972915           
21545.08472262016         -290.1373249258207          -960.0512395664882          6921.366832110887           -7.536352306705767           0.03250727513064922          -0.3146090877217386          
21545.0854170646          -741.3987380862092          -956.0996747378263          6888.027449524864           -7.500462359697124           0.099167372588761            -0.7963270940763643          
21545.08611150905         -1189.566693466213          -948.1592075625848          6825.872697746734           -7.433270909116067           0.1654248809169062           -1.27478963880147            
21545.08680595349         -1632.770462464849          -936.2622214606105          6735.157482539105           -7.335044427938592           0.2310058483187573           -1.748013334811862           
21545.08750039794         -2069.159092466403          -920.4574694895523          6616.255179076994           -7.206175499317951           0.2956387447780184           -2.214033840899014           
21545.08819484238         -2496.908943827379          -900.8098979098321          6469.656263681713           -7.047181765007004           0.3590555001077048           -2.670913380919318           
21545.08888928682         -2914.231152056244          -877.4004073948111          6295.966494081489           -6.858704480402899           0.4209925442464691           -3.11674827272154            
21545.08958373127         -3319.378991019157          -850.3255517843947          6095.904637839802           -6.641506656919069           0.4811918485883943           -3.549676458497009           
21545.09027817571         -3710.655111769752          -819.6971743742417          5870.299749244452           -6.396470769994603           0.5394019664124035           -3.967885023007393           
21545.09097262016         -4086.418630257184          -785.6419818726184          5620.087995936593           -6.124596009844224           0.5953790696709004           -4.369617680275639           
21545.0916670646          -4445.092035789074          -748.3010563468792          5346.30903791027            -5.826995052152845           0.648887978541564            -4.75318220306705            
21545.09236150905         -4785.167890795483          -707.8293057234715          5050.101963244842           -5.504890327390512           0.6997031792748771           -5.116957763109738           
21545.09305595349         -5105.215291239349          -664.3948536990346          4732.700787043808           -5.159609770276893           0.747609825023184            -5.459402143781786           
21545.09375039794         -5403.886056029722          -618.1783702630162          4395.429522526568           -4.79258203511309            0.7924047135496421           -5.779058781197664           
21545.09444484238         -5679.920613094181          -569.372344419661           4039.696836021091           -4.405331168125961           0.833897235023047            -6.07456358451401            
21545.09513928683         -5932.153549426137          -518.1803011225676          3666.990300687305           -3.999470734492056           0.8719102825376102           -6.344651482076186           
21545.09583373127         -6159.518792501633          -464.8159648899352          3278.870267102323           -3.576697405140479           0.9062811175820366           -6.58816263694085            
21545.09652817572         -6361.054391007177          -409.5023730432694          2876.9633722876             -3.138784016559083           0.9368621824422503           -6.804048273497328           
21545.09722262016         -6535.906863869158          -352.4709419957789          2462.955712274536           -2.687572125403713           0.9635218514706051           -6.991376056489426           
21545.0979170646          -6683.335088146151          -293.9604904972861          2038.58570680312            -2.224964088476591           0.9861451133028174           -7.149334964782581           
21545.09861150905         -6802.713698441095          -234.2162242081002          1605.636688138905           -1.752914707329456           1.004634176453944            -7.277239604754011           
21545.09930595349         -6893.535973098376          -173.4886864129199          1165.929249188196           -1.273422485091576           1.018908991274162            -7.374533912184462           
21545.10000039794         -6955.4161855427            -112.0326800857451          721.3133890032824           -0.7885205508611793          1.028907681983643            -7.440794196931389           
21545.10069484238         -6988.091402648369          -50.10616686704392          273.6604963182202           -0.3002673138846729          1.034586883419167            -7.475731491352605           
21545.10138928682         -6991.422715941171          12.03085119481666           -175.1447861319926          0.1892630844432981           1.035921978191125            -7.47919317127311            
21545.10208373127         -6965.395895659966          74.11746106302766           -623.2127721423524          0.6779904481912932           1.03290723114329             -7.451163827053922           
21545.10277817571         -6910.121462159578          135.8929730696898           -1068.656971987467          1.163838258447764            1.025555819297991            -7.391765371805129           
21545.10347262016         -6825.83417373081           197.0980539193861           -1509.602315877712          1.644743381616018            1.013899756822239            -7.301256383732193           
21545.1041670646          -6712.891934551329          257.4758520607503           -1944.193315132955          2.118665677333795            0.9979897159284762           -7.180030689739741           
21545.10486150905         -6571.774131063627          316.7731092437311           -2370.602116014598          2.583597430657192            0.977894745988201            -7.028615207451008           
21545.10555595349         -6403.07940950436           374.7412522566358           -2787.036402478001          3.03757253653419             0.9537018944474168           -6.847667072438346           
21545.10625039794         -6207.522911487242          431.1374590894787           -3191.747105987744          3.478675369527646            0.9255157343510269           -6.637970086410612           
21545.10694484238         -5985.932988380359          485.7256940919582           -3583.035882928004          3.905049278091517            0.8934578043710393           -6.400430530090274           
21545.10763928683         -5739.247418639295          538.2777070766954           -3959.262322974174          4.314904650264039            0.8576659681573808           -6.136072391287348           
21545.10833373127         -5468.5091551938            588.5739917504493           -4318.850854990292          4.706526506174235            0.8182937005611646           -5.846032064026234           
21545.10902817571         -5174.861632388051          636.4046993256252           -4660.297320489322          5.078281581978161            0.7755093087965591           -5.531552578340924           
21545.10972262016         -4859.543663810909          681.5705036581136           -4982.175188340757          5.428624879428959            0.7294950968934035           -5.193977422417384           
21545.1104170646          -4523.88396361114           723.8834147613397           -5283.141388129215          5.756105664902014            0.6804464818441113           -4.834744019087546           
21545.11111150905         -4169.295324581793          763.1675380463279           -5561.941743254822          6.059372910995868            0.6285710696674464           -4.455376917296206           
21545.11180595349         -3797.268486447345          799.2597771200133           -5817.415988421397          6.337180182474974            0.5740876992130484           -4.057480756170397           
21545.11250039794         -3409.365727445233          832.0104784265417           -6048.502359489966          6.588389975999263            0.5172254609359802           -3.64273305489125            
21545.11319484238         -3007.214211526712          861.2840164280528           -6254.24174670349           6.811977529527835            0.45822269711314             -3.212876875934073           
21545.11388928683         -2592.499122391352          886.9593183837671           -6433.781404949932          7.007034122273237            0.3973259890899105           -2.769713402693443           
21545.11458373127         -2166.956614206947          908.9303280929095           -6586.37821697975           7.172769889471928            0.3347891361830718           -2.315094465373891           
21545.11527817572         -1732.366607350813          927.1064082147491           -6711.401507306026          7.308516177952184            0.2708721298707469           -1.850915041659421           
21545.11597262016         -1290.545455939852          941.4126809673301           -6808.335405887504          7.413727468531773            0.2058401259221508           -1.379105751437659           
21545.1166670646          -843.3385123930314          951.7903071377948           -6876.780761645441          7.487982889752421            0.1399624162065119           -0.9016253580974528          
21545.11736150905         -392.6126128811288          958.1967034167657           -6916.456606432914          7.530987344520887            0.07351140111513414          -0.4204532829633275          
21545.11805595349         59.75149365734615           960.6056981046975           -6927.201170316602          7.542572267108277            0.006761562871301112         0.06241786544971989          
21545.11875039794         511.866751155463            959.00762523909             -6908.97244901761           7.522696022944927            -0.06001156048303519         0.5449897492660863           
21545.11944484238         961.8474155144663           953.4093571690909           -6861.848324171462          7.471443958059976            -0.1265324009247336          1.025265750224143            
21545.12013928682         1407.816666196351           943.8342755703057           -6786.026236796729          7.389028099195075            -0.1925263866995469          1.501258414507349            
21545.12083373127         1847.914189240234           930.3221808598094           -6681.82241409692           7.275786499913589            -0.2577209694575606          1.970996897303405            
21545.12152817571         2280.303710188577           912.9291399512462           -6549.670649548718          7.132182222756899            -0.3218466524408721          2.432534408713631            
21545.12222262016         2703.180454671911           891.7272722934435           -6390.120636231743          6.958801942960579            -0.3846380194128343          2.883955659128026            
21545.1229170646          3114.778513419263           866.8044741725093           -6203.835853600106          6.756354155682571            -0.4458347633997991          3.323384297622537            
21545.12361150905         3513.378087300558           838.2640813345477           -5991.591008440244          6.525666966301854            -0.5051827135874543          3.748990331573518            
21545.12430595349         3897.312586741175           806.2244701093097           -5754.269031642489          6.267685442247363            -0.5624348579148399          4.158997509794329            
21545.12500039794         4264.975558557272           770.8185973874183           -5492.857633659053          5.983468505075312            -0.6173523580768221          4.551690645367874            
21545.12569484238         4614.82741202543            732.1934800260523           -5208.44542313422           5.674185343129033            -0.6697055528199208          4.92542284825971             
21545.12638928683         4945.40191490138            690.5096145287031           -4902.217595163014          5.341111328032008            -0.7192749446323319          5.278622632016815            
21545.12708373127         5255.312429215335           645.9403381603078           -4575.451197936537          4.985623422375871            -0.765852164219211           5.609800853627703            
21545.12777817572         5543.257856063135           598.6711330143562           -4229.509989125986          4.6091950711252              -0.8092409065480091          5.917557441147236            
21545.12847262016         5808.02825834081            548.8988749366365           -3865.838896192594          4.213390575294716            -0.8492578317660121          6.200587860141665            
21545.1291670646          6048.510130482054           496.8310296230878           -3485.958097827822          3.799858953167762            -0.8857334239526938          6.457689267513299            
21545.12986150905         6263.691284787968           442.6847986378534           -3091.456746861085          3.370327301513377            -0.9185128004828478          6.687766299907133            
21545.13055595349         6452.66532490882            386.6862185326624           -2683.986358151286          2.92659367671582             -0.9474564647504918          6.889836443732993            
21545.13125039794         6614.635678458128           329.0692166804165           -2265.253888131298          2.470519523251844            -0.9724409951389603          7.063034934872404            
21545.13194484238         6748.919162608402           270.0746278546239           -1837.014535729534          2.00402168434106             -0.9933596634191166          7.206619138365142            
21545.13263928682         6854.949058821582           209.9491759826528           -1401.06429727936           1.529064036667843            -1.010122976207976           7.319972361746388            
21545.13333373127         6932.277675581423           148.9444258656267           -959.2323106781969          1.047648797653958            -1.022659133717421           7.402607060168529            
21545.13402817571         6980.578381085274           87.31570998267244           -513.3730264108907          0.5618075596864426           -1.030914400755104           7.454167396908606            
21545.13472262016         6999.64709127491            25.32103577444812           -65.35824504908027          0.0735921108237724           -1.034853385794001           7.47443112922968             
21545.1354170646          6989.403202287685           -36.78002097642328          382.9309375706346           -0.4149348943236006          -1.034459224886926           7.46331079670944             
21545.13611150905         6949.8899603298             -98.72743088798637          829.6122351443197           -0.9017093467385263          -1.029733668249126           7.420854196929613            
21545.13680595349         6881.274266045422           -160.2618279671092          1272.810282667979           -1.384675109440892           -1.020697068444241           7.347244141671601            
21545.13750039794         6783.845914605469           -221.1256229361902          1710.664712012314           -1.861793388835966           -1.00738827026208            7.242797495304223            
21545.13819484238         6658.01627689063            -281.0641070317752          2141.338148502855           -2.331051982226654           -0.9898644035441084          7.107963505675234            
21545.13888928683         6504.316431214414           -339.8265405185157          2563.024086578008           -2.790474334747619           -0.9682005813647434          6.943321446310051            
